location,date,vaccine,total_vaccinations
Norway,2021-06-04,Oxford/AstraZeneca,144305
Norway,2021-06-04,Pfizer/BioNTech,2582391
Norway,2021-06-11,Johnson&Johnson,1841
Norway,2021-06-11,Moderna,378281
Norway,2021-06-11,Oxford/AstraZeneca,144878
Norway,2021-06-11,Pfizer/BioNTech,2845909
Norway,2021-06-18,Johnson&Johnson,2318
Norway,2021-06-18,Moderna,413552
Norway,2021-06-18,Oxford/AstraZeneca,145309
Norway,2021-06-18,Pfizer/BioNTech,3128361
Norway,2021-06-25,Johnson&Johnson,3111
Norway,2021-06-25,Moderna,454816
Norway,2021-06-25,Oxford/AstraZeneca,145662
Norway,2021-06-25,Pfizer/BioNTech,3453458
Norway,2021-07-02,Johnson&Johnson,3860
Norway,2021-07-02,Moderna,494671
Norway,2021-07-02,Oxford/AstraZeneca,145990
Norway,2021-07-02,Pfizer/BioNTech,3792995
Norway,2021-07-09,Johnson&Johnson,4442
Norway,2021-07-09,Moderna,530944
Norway,2021-07-09,Oxford/AstraZeneca,146222
Norway,2021-07-09,Pfizer/BioNTech,4032842
Norway,2021-07-16,Johnson&Johnson,4940
Norway,2021-07-16,Moderna,551471
Norway,2021-07-16,Oxford/AstraZeneca,146398
Norway,2021-07-16,Pfizer/BioNTech,4239227
Norway,2021-07-23,Johnson&Johnson,5349
Norway,2021-07-23,Moderna,591051
Norway,2021-07-23,Oxford/AstraZeneca,146573
Norway,2021-07-23,Pfizer/BioNTech,4448421
Norway,2021-07-30,Johnson&Johnson,5610
Norway,2021-07-30,Moderna,630683
Norway,2021-07-30,Oxford/AstraZeneca,146711
Norway,2021-07-30,Pfizer/BioNTech,4673904
Norway,2021-08-06,Johnson&Johnson,5859
Norway,2021-08-06,Moderna,694745
Norway,2021-08-06,Oxford/AstraZeneca,146832
Norway,2021-08-06,Pfizer/BioNTech,4866559
Norway,2021-08-13,Johnson&Johnson,6050
Norway,2021-08-13,Moderna,784835
Norway,2021-08-13,Oxford/AstraZeneca,146932
Norway,2021-08-13,Pfizer/BioNTech,5098539
Norway,2021-08-20,Johnson&Johnson,6208
Norway,2021-08-20,Moderna,859005
Norway,2021-08-20,Oxford/AstraZeneca,147020
Norway,2021-08-20,Pfizer/BioNTech,5404479
Norway,2021-08-27,Johnson&Johnson,6335
Norway,2021-08-27,Moderna,1050219
Norway,2021-08-27,Oxford/AstraZeneca,147106
Norway,2021-08-27,Pfizer/BioNTech,5694377
Norway,2021-09-03,Johnson&Johnson,6411
Norway,2021-09-03,Moderna,1268193
Norway,2021-09-03,Oxford/AstraZeneca,147181
Norway,2021-09-03,Pfizer/BioNTech,5825046
Norway,2021-09-10,Johnson&Johnson,6478
Norway,2021-09-10,Moderna,1401507
Norway,2021-09-10,Oxford/AstraZeneca,147256
Norway,2021-09-10,Pfizer/BioNTech,5922005
Norway,2021-09-17,Johnson&Johnson,6539
Norway,2021-09-17,Moderna,1467337
Norway,2021-09-17,Oxford/AstraZeneca,147301
Norway,2021-09-17,Pfizer/BioNTech,6042087
Norway,2021-09-24,Johnson&Johnson,6617
Norway,2021-09-24,Moderna,1509857
Norway,2021-09-24,Oxford/AstraZeneca,147344
Norway,2021-09-24,Pfizer/BioNTech,6134897
Norway,2021-10-01,Johnson&Johnson,6640
Norway,2021-10-01,Moderna,1540968
Norway,2021-10-01,Oxford/AstraZeneca,147388
Norway,2021-10-01,Pfizer/BioNTech,6192778
Norway,2021-10-08,Johnson&Johnson,6703
Norway,2021-10-08,Moderna,1554201
Norway,2021-10-08,Oxford/AstraZeneca,147425
Norway,2021-10-08,Pfizer/BioNTech,6234642
Norway,2021-10-15,Johnson&Johnson,6729
Norway,2021-10-15,Moderna,1560980
Norway,2021-10-15,Oxford/AstraZeneca,147447
Norway,2021-10-15,Pfizer/BioNTech,6275705
Norway,2021-10-22,Johnson&Johnson,6785
Norway,2021-10-22,Moderna,1565868
Norway,2021-10-22,Oxford/AstraZeneca,147469
Norway,2021-10-22,Pfizer/BioNTech,6310056
Norway,2021-10-29,Johnson&Johnson,6823
Norway,2021-10-29,Moderna,1570524
Norway,2021-10-29,Oxford/AstraZeneca,147499
Norway,2021-10-29,Pfizer/BioNTech,6347070
Norway,2021-11-05,Johnson&Johnson,6872
Norway,2021-11-05,Moderna,1573713
Norway,2021-11-05,Oxford/AstraZeneca,147523
Norway,2021-11-05,Pfizer/BioNTech,6420330
Norway,2021-11-12,Johnson&Johnson,6908
Norway,2021-11-12,Moderna,1582231
Norway,2021-11-12,Oxford/AstraZeneca,147557
Norway,2021-11-12,Pfizer/BioNTech,6530567
Norway,2021-11-19,Johnson&Johnson,6956
Norway,2021-11-19,Moderna,1598976
Norway,2021-11-19,Oxford/AstraZeneca,147578
Norway,2021-11-19,Pfizer/BioNTech,6663509
Norway,2021-11-26,Johnson&Johnson,6991
Norway,2021-11-26,Moderna,1623377
Norway,2021-11-26,Oxford/AstraZeneca,147599
Norway,2021-11-26,Pfizer/BioNTech,6859068
Norway,2021-12-03,Johnson&Johnson,7035
Norway,2021-12-03,Moderna,1650462
Norway,2021-12-03,Oxford/AstraZeneca,147620
Norway,2021-12-03,Pfizer/BioNTech,7074648
Norway,2021-12-10,Johnson&Johnson,7058
Norway,2021-12-10,Moderna,1680462
Norway,2021-12-10,Oxford/AstraZeneca,147656
Norway,2021-12-10,Pfizer/BioNTech,7320022
Norway,2021-12-17,Johnson&Johnson,7096
Norway,2021-12-17,Moderna,1732766
Norway,2021-12-17,Oxford/AstraZeneca,147681
Norway,2021-12-17,Pfizer/BioNTech,7595955
Norway,2021-12-24,Johnson&Johnson,7125
Norway,2021-12-24,Moderna,1788948
Norway,2021-12-24,Oxford/AstraZeneca,147689
Norway,2021-12-24,Pfizer/BioNTech,7725487
Norway,2021-12-31,Johnson&Johnson,7151
Norway,2021-12-31,Moderna,1833948
Norway,2021-12-31,Oxford/AstraZeneca,147700
Norway,2021-12-31,Pfizer/BioNTech,7794347
Norway,2022-01-07,Johnson&Johnson,7182
Norway,2022-01-07,Moderna,1967662
Norway,2022-01-07,Oxford/AstraZeneca,147721
Norway,2022-01-07,Pfizer/BioNTech,8028762
Norway,2022-01-14,Johnson&Johnson,7203
Norway,2022-01-14,Moderna,2094028
Norway,2022-01-14,Oxford/AstraZeneca,147749
Norway,2022-01-14,Pfizer/BioNTech,8287176
Norway,2022-01-21,Johnson&Johnson,7218
Norway,2022-01-21,Moderna,2168814
Norway,2022-01-21,Oxford/AstraZeneca,147768
Norway,2022-01-21,Pfizer/BioNTech,8490269
Norway,2022-01-28,Johnson&Johnson,7238
Norway,2022-01-28,Moderna,2212652
Norway,2022-01-28,Oxford/AstraZeneca,147778
Norway,2022-01-28,Pfizer/BioNTech,8635901
Norway,2022-02-04,Johnson&Johnson,7249
Norway,2022-02-04,Moderna,2235895
Norway,2022-02-04,Oxford/AstraZeneca,147783
Norway,2022-02-04,Pfizer/BioNTech,8721979
Norway,2022-02-11,Johnson&Johnson,7259
Norway,2022-02-11,Moderna,2248297
Norway,2022-02-11,Oxford/AstraZeneca,147790
Norway,2022-02-11,Pfizer/BioNTech,8774875
Norway,2022-02-18,Johnson&Johnson,7273
Norway,2022-02-18,Moderna,2254906
Norway,2022-02-18,Oxford/AstraZeneca,147799
Norway,2022-02-18,Pfizer/BioNTech,8805379
Norway,2022-02-25,Johnson&Johnson,7279
Norway,2022-02-25,Moderna,2258481
Norway,2022-02-25,Oxford/AstraZeneca,147803
Norway,2022-02-25,Pfizer/BioNTech,8822100
Norway,2022-03-04,Johnson&Johnson,7283
Norway,2022-03-04,Moderna,2260537
Norway,2022-03-04,Oxford/AstraZeneca,147807
Norway,2022-03-04,Pfizer/BioNTech,8832179
Norway,2022-03-11,Johnson&Johnson,7286
Norway,2022-03-11,Moderna,2262315
Norway,2022-03-11,Oxford/AstraZeneca,147810
Norway,2022-03-11,Pfizer/BioNTech,8840476
Norway,2022-03-18,Johnson&Johnson,7293
Norway,2022-03-18,Moderna,2263657
Norway,2022-03-18,Oxford/AstraZeneca,147813
Norway,2022-03-18,Pfizer/BioNTech,8846981
Norway,2022-03-25,Johnson&Johnson,7294
Norway,2022-03-25,Moderna,2264932
Norway,2022-03-25,Oxford/AstraZeneca,147815
Norway,2022-03-25,Pfizer/BioNTech,8852971
Norway,2022-04-01,Johnson&Johnson,7298
Norway,2022-04-01,Moderna,2266075
Norway,2022-04-01,Oxford/AstraZeneca,147816
Norway,2022-04-01,Pfizer/BioNTech,8858264
Norway,2022-04-08,Johnson&Johnson,7305
Norway,2022-04-08,Moderna,2267012
Norway,2022-04-08,Oxford/AstraZeneca,147818
Norway,2022-04-08,Pfizer/BioNTech,8863469
Norway,2022-04-15,Johnson&Johnson,7308
Norway,2022-04-15,Moderna,2267252
Norway,2022-04-15,Oxford/AstraZeneca,147820
Norway,2022-04-15,Pfizer/BioNTech,8864843
Norway,2022-04-22,Johnson&Johnson,7311
Norway,2022-04-22,Moderna,2268045
Norway,2022-04-22,Oxford/AstraZeneca,147822
Norway,2022-04-22,Pfizer/BioNTech,8869459
Norway,2022-04-29,Johnson&Johnson,7314
Norway,2022-04-29,Moderna,2268919
Norway,2022-04-29,Oxford/AstraZeneca,147825
Norway,2022-04-29,Pfizer/BioNTech,8874702
Norway,2022-05-06,Johnson&Johnson,7316
Norway,2022-05-06,Moderna,2269715
Norway,2022-05-06,Pfizer/BioNTech,8879688
Norway,2022-05-13,Johnson&Johnson,7319
Norway,2022-05-13,Moderna,2270468
Norway,2022-05-13,Pfizer/BioNTech,8884833
Norway,2022-05-20,Moderna,2271176
Norway,2022-05-20,Oxford/AstraZeneca,147827
Norway,2022-05-20,Pfizer/BioNTech,8889398
Norway,2022-05-27,Johnson&Johnson,7320
Norway,2022-05-27,Moderna,2272074
Norway,2022-05-27,Oxford/AstraZeneca,147828
Norway,2022-05-27,Pfizer/BioNTech,8895284
Norway,2022-06-03,Johnson&Johnson,7321
Norway,2022-06-03,Moderna,2272981
Norway,2022-06-03,Oxford/AstraZeneca,147830
Norway,2022-06-03,Pfizer/BioNTech,8902465
Norway,2022-06-10,Moderna,2273656
Norway,2022-06-10,Oxford/AstraZeneca,147831
Norway,2022-06-10,Pfizer/BioNTech,8907950
Norway,2022-06-17,Johnson&Johnson,7322
Norway,2022-06-17,Moderna,2274442
Norway,2022-06-17,Pfizer/BioNTech,8913802
Norway,2022-06-24,Moderna,2275298
Norway,2022-06-24,Pfizer/BioNTech,8919578
Norway,2022-07-01,Johnson&Johnson,7323
Norway,2022-07-01,Moderna,2275877
Norway,2022-07-01,Oxford/AstraZeneca,147832
Norway,2022-07-01,Pfizer/BioNTech,8924202
Norway,2022-07-08,Moderna,2276568
Norway,2022-07-08,Oxford/AstraZeneca,147835
Norway,2022-07-08,Pfizer/BioNTech,8927555
Norway,2022-07-15,Johnson&Johnson,7324
Norway,2022-07-15,Moderna,2277123
Norway,2022-07-15,Pfizer/BioNTech,8930138
Norway,2022-07-22,Johnson&Johnson,7325
Norway,2022-07-22,Moderna,2277411
Norway,2022-07-22,Oxford/AstraZeneca,147836
Norway,2022-07-22,Pfizer/BioNTech,8932352
Norway,2022-07-29,Moderna,2277657
Norway,2022-07-29,Oxford/AstraZeneca,147837
Norway,2022-07-29,Pfizer/BioNTech,8934404
Norway,2022-08-05,Johnson&Johnson,7326
Norway,2022-08-05,Moderna,2277949
Norway,2022-08-05,Pfizer/BioNTech,8936405
Norway,2022-08-12,Moderna,2278193
Norway,2022-08-12,Pfizer/BioNTech,8938340
Norway,2022-08-19,Johnson&Johnson,7327
Norway,2022-08-19,Moderna,2278543
Norway,2022-08-19,Oxford/AstraZeneca,147838
Norway,2022-08-19,Pfizer/BioNTech,8940737
Norway,2022-08-26,Moderna,2278830
Norway,2022-08-26,Oxford/AstraZeneca,147839
Norway,2022-08-26,Pfizer/BioNTech,8943342
Norway,2022-09-02,Moderna,2279113
Norway,2022-09-02,Pfizer/BioNTech,8945803
Peru,2021-02-09,Sinopharm/Beijing,3762
Peru,2021-02-10,Sinopharm/Beijing,20358
Peru,2021-02-11,Sinopharm/Beijing,54478
Peru,2021-02-12,Sinopharm/Beijing,86855
Peru,2021-02-13,Sinopharm/Beijing,105728
Peru,2021-02-14,Sinopharm/Beijing,111011
Peru,2021-02-15,Sinopharm/Beijing,122493
Peru,2021-02-16,Sinopharm/Beijing,130006
Peru,2021-02-17,Sinopharm/Beijing,133956
Peru,2021-02-18,Sinopharm/Beijing,141361
Peru,2021-02-19,Sinopharm/Beijing,171895
Peru,2021-02-20,Sinopharm/Beijing,198024
Peru,2021-02-21,Sinopharm/Beijing,202582
Peru,2021-02-22,Sinopharm/Beijing,233044
Peru,2021-02-23,Sinopharm/Beijing,260293
Peru,2021-02-24,Sinopharm/Beijing,283177
Peru,2021-02-25,Sinopharm/Beijing,298984
Peru,2021-02-26,Sinopharm/Beijing,314622
Peru,2021-02-27,Sinopharm/Beijing,321390
Peru,2021-02-28,Sinopharm/Beijing,322391
Peru,2021-03-01,Sinopharm/Beijing,331677
Peru,2021-03-02,Sinopharm/Beijing,340964
Peru,2021-03-03,Sinopharm/Beijing,359405
Peru,2021-03-04,Pfizer/BioNTech,26
Peru,2021-03-04,Sinopharm/Beijing,392419
Peru,2021-03-05,Pfizer/BioNTech,40
Peru,2021-03-05,Sinopharm/Beijing,429379
Peru,2021-03-06,Pfizer/BioNTech,57
Peru,2021-03-06,Sinopharm/Beijing,449409
Peru,2021-03-07,Pfizer/BioNTech,82
Peru,2021-03-07,Sinopharm/Beijing,452007
Peru,2021-03-08,Pfizer/BioNTech,14780
Peru,2021-03-08,Sinopharm/Beijing,467976
Peru,2021-03-09,Pfizer/BioNTech,30492
Peru,2021-03-09,Sinopharm/Beijing,479394
Peru,2021-03-10,Pfizer/BioNTech,39338
Peru,2021-03-10,Sinopharm/Beijing,488600
Peru,2021-03-11,Pfizer/BioNTech,43205
Peru,2021-03-11,Sinopharm/Beijing,499213
Peru,2021-03-12,Pfizer/BioNTech,47053
Peru,2021-03-12,Sinopharm/Beijing,521899
Peru,2021-03-13,Pfizer/BioNTech,50347
Peru,2021-03-13,Sinopharm/Beijing,554356
Peru,2021-03-14,Pfizer/BioNTech,50773
Peru,2021-03-14,Sinopharm/Beijing,557367
Peru,2021-03-15,Pfizer/BioNTech,65922
Peru,2021-03-15,Sinopharm/Beijing,590214
Peru,2021-03-16,Pfizer/BioNTech,86706
Peru,2021-03-16,Sinopharm/Beijing,617060
Peru,2021-03-17,Pfizer/BioNTech,107590
Peru,2021-03-17,Sinopharm/Beijing,643049
Peru,2021-03-18,Pfizer/BioNTech,132396
Peru,2021-03-18,Sinopharm/Beijing,661098
Peru,2021-03-19,Pfizer/BioNTech,156375
Peru,2021-03-19,Sinopharm/Beijing,678630
Peru,2021-03-20,Pfizer/BioNTech,173511
Peru,2021-03-20,Sinopharm/Beijing,686074
Peru,2021-03-21,Pfizer/BioNTech,174148
Peru,2021-03-21,Sinopharm/Beijing,687156
Peru,2021-03-22,Pfizer/BioNTech,180711
Peru,2021-03-22,Sinopharm/Beijing,698065
Peru,2021-03-23,Pfizer/BioNTech,195201
Peru,2021-03-23,Sinopharm/Beijing,708531
Peru,2021-03-24,Pfizer/BioNTech,208429
Peru,2021-03-24,Sinopharm/Beijing,717386
Peru,2021-03-25,Pfizer/BioNTech,220091
Peru,2021-03-25,Sinopharm/Beijing,723507
Peru,2021-03-26,Pfizer/BioNTech,234768
Peru,2021-03-26,Sinopharm/Beijing,730238
Peru,2021-03-27,Pfizer/BioNTech,244557
Peru,2021-03-27,Sinopharm/Beijing,734872
Peru,2021-03-28,Pfizer/BioNTech,246427
Peru,2021-03-28,Sinopharm/Beijing,735310
Peru,2021-03-29,Pfizer/BioNTech,257675
Peru,2021-03-29,Sinopharm/Beijing,741484
Peru,2021-03-30,Pfizer/BioNTech,276385
Peru,2021-03-30,Sinopharm/Beijing,749414
Peru,2021-03-31,Pfizer/BioNTech,291029
Peru,2021-03-31,Sinopharm/Beijing,760064
Peru,2021-04-01,Pfizer/BioNTech,294669
Peru,2021-04-01,Sinopharm/Beijing,763228
Peru,2021-04-02,Pfizer/BioNTech,297397
Peru,2021-04-02,Sinopharm/Beijing,764502
Peru,2021-04-03,Pfizer/BioNTech,302314
Peru,2021-04-03,Sinopharm/Beijing,768490
Peru,2021-04-04,Pfizer/BioNTech,302826
Peru,2021-04-04,Sinopharm/Beijing,769593
Peru,2021-04-05,Pfizer/BioNTech,306709
Peru,2021-04-05,Sinopharm/Beijing,782314
Peru,2021-04-06,Pfizer/BioNTech,320263
Peru,2021-04-06,Sinopharm/Beijing,799216
Peru,2021-04-07,Pfizer/BioNTech,335323
Peru,2021-04-07,Sinopharm/Beijing,815073
Peru,2021-04-08,Pfizer/BioNTech,366170
Peru,2021-04-08,Sinopharm/Beijing,830058
Peru,2021-04-09,Pfizer/BioNTech,384543
Peru,2021-04-09,Sinopharm/Beijing,846744
Peru,2021-04-10,Pfizer/BioNTech,393207
Peru,2021-04-10,Sinopharm/Beijing,851115
Peru,2021-04-11,Pfizer/BioNTech,393249
Peru,2021-04-11,Sinopharm/Beijing,851188
Peru,2021-04-12,Pfizer/BioNTech,405122
Peru,2021-04-12,Sinopharm/Beijing,853476
Peru,2021-04-13,Pfizer/BioNTech,425131
Peru,2021-04-13,Sinopharm/Beijing,855499
Peru,2021-04-14,Pfizer/BioNTech,445996
Peru,2021-04-14,Sinopharm/Beijing,858068
Peru,2021-04-15,Pfizer/BioNTech,467780
Peru,2021-04-15,Sinopharm/Beijing,859707
Peru,2021-04-16,Pfizer/BioNTech,506496
Peru,2021-04-16,Sinopharm/Beijing,862576
Peru,2021-04-17,Pfizer/BioNTech,548848
Peru,2021-04-17,Sinopharm/Beijing,864515
Peru,2021-04-18,Pfizer/BioNTech,579793
Peru,2021-04-18,Sinopharm/Beijing,864680
Peru,2021-04-19,Pfizer/BioNTech,589296
Peru,2021-04-19,Sinopharm/Beijing,866168
Peru,2021-04-20,Oxford/AstraZeneca,13
Peru,2021-04-20,Pfizer/BioNTech,603335
Peru,2021-04-20,Sinopharm/Beijing,868553
Peru,2021-04-21,Oxford/AstraZeneca,14
Peru,2021-04-21,Pfizer/BioNTech,617086
Peru,2021-04-21,Sinopharm/Beijing,874971
Peru,2021-04-22,Oxford/AstraZeneca,979
Peru,2021-04-22,Pfizer/BioNTech,624686
Peru,2021-04-22,Sinopharm/Beijing,877186
Peru,2021-04-23,Oxford/AstraZeneca,1645
Peru,2021-04-23,Pfizer/BioNTech,651293
Peru,2021-04-23,Sinopharm/Beijing,878934
Peru,2021-04-24,Oxford/AstraZeneca,2810
Peru,2021-04-24,Pfizer/BioNTech,677395
Peru,2021-04-24,Sinopharm/Beijing,881827
Peru,2021-04-25,Oxford/AstraZeneca,2820
Peru,2021-04-25,Pfizer/BioNTech,692513
Peru,2021-04-25,Sinopharm/Beijing,882401
Peru,2021-04-26,Oxford/AstraZeneca,11370
Peru,2021-04-26,Pfizer/BioNTech,698860
Peru,2021-04-26,Sinopharm/Beijing,887387
Peru,2021-04-27,Oxford/AstraZeneca,23598
Peru,2021-04-27,Pfizer/BioNTech,705619
Peru,2021-04-27,Sinopharm/Beijing,898969
Peru,2021-04-28,Oxford/AstraZeneca,40982
Peru,2021-04-28,Pfizer/BioNTech,726182
Peru,2021-04-28,Sinopharm/Beijing,912426
Peru,2021-04-29,Oxford/AstraZeneca,62282
Peru,2021-04-29,Pfizer/BioNTech,748172
Peru,2021-04-29,Sinopharm/Beijing,926782
Peru,2021-04-30,Oxford/AstraZeneca,81827
Peru,2021-04-30,Pfizer/BioNTech,810259
Peru,2021-04-30,Sinopharm/Beijing,944778
Peru,2021-05-01,Oxford/AstraZeneca,88512
Peru,2021-05-01,Pfizer/BioNTech,867203
Peru,2021-05-01,Sinopharm/Beijing,947355
Peru,2021-05-02,Oxford/AstraZeneca,90509
Peru,2021-05-02,Pfizer/BioNTech,912565
Peru,2021-05-02,Sinopharm/Beijing,949108
Peru,2021-05-03,Oxford/AstraZeneca,101736
Peru,2021-05-03,Pfizer/BioNTech,961966
Peru,2021-05-03,Sinopharm/Beijing,952931
Peru,2021-05-04,Oxford/AstraZeneca,111085
Peru,2021-05-04,Pfizer/BioNTech,975882
Peru,2021-05-04,Sinopharm/Beijing,954068
Peru,2021-05-05,Oxford/AstraZeneca,120470
Peru,2021-05-05,Pfizer/BioNTech,988352
Peru,2021-05-05,Sinopharm/Beijing,957339
Peru,2021-05-06,Oxford/AstraZeneca,129417
Peru,2021-05-06,Pfizer/BioNTech,1019259
Peru,2021-05-06,Sinopharm/Beijing,958807
Peru,2021-05-07,Oxford/AstraZeneca,137936
Peru,2021-05-07,Pfizer/BioNTech,1058376
Peru,2021-05-07,Sinopharm/Beijing,959542
Peru,2021-05-08,Oxford/AstraZeneca,142339
Peru,2021-05-08,Pfizer/BioNTech,1137686
Peru,2021-05-08,Sinopharm/Beijing,959775
Peru,2021-05-09,Oxford/AstraZeneca,143006
Peru,2021-05-09,Pfizer/BioNTech,1195867
Peru,2021-05-09,Sinopharm/Beijing,959796
Peru,2021-05-10,Oxford/AstraZeneca,147160
Peru,2021-05-10,Pfizer/BioNTech,1247382
Peru,2021-05-10,Sinopharm/Beijing,960743
Peru,2021-05-11,Oxford/AstraZeneca,152634
Peru,2021-05-11,Pfizer/BioNTech,1296575
Peru,2021-05-11,Sinopharm/Beijing,961439
Peru,2021-05-12,Oxford/AstraZeneca,165211
Peru,2021-05-12,Pfizer/BioNTech,1351760
Peru,2021-05-12,Sinopharm/Beijing,962823
Peru,2021-05-13,Oxford/AstraZeneca,177454
Peru,2021-05-13,Pfizer/BioNTech,1420388
Peru,2021-05-13,Sinopharm/Beijing,963848
Peru,2021-05-14,Oxford/AstraZeneca,190029
Peru,2021-05-14,Pfizer/BioNTech,1515872
Peru,2021-05-14,Sinopharm/Beijing,964788
Peru,2021-05-15,Oxford/AstraZeneca,197346
Peru,2021-05-15,Pfizer/BioNTech,1582872
Peru,2021-05-15,Sinopharm/Beijing,965536
Peru,2021-05-16,Oxford/AstraZeneca,199993
Peru,2021-05-16,Pfizer/BioNTech,1618471
Peru,2021-05-16,Sinopharm/Beijing,965549
Peru,2021-05-17,Oxford/AstraZeneca,206304
Peru,2021-05-17,Pfizer/BioNTech,1671389
Peru,2021-05-17,Sinopharm/Beijing,965831
Peru,2021-05-18,Oxford/AstraZeneca,211301
Peru,2021-05-18,Pfizer/BioNTech,1735448
Peru,2021-05-18,Sinopharm/Beijing,966308
Peru,2021-05-19,Oxford/AstraZeneca,216587
Peru,2021-05-19,Pfizer/BioNTech,1808634
Peru,2021-05-19,Sinopharm/Beijing,968565
Peru,2021-05-20,Oxford/AstraZeneca,220158
Peru,2021-05-20,Pfizer/BioNTech,1889962
Peru,2021-05-20,Sinopharm/Beijing,970407
Peru,2021-05-21,Oxford/AstraZeneca,226510
Peru,2021-05-21,Pfizer/BioNTech,2045171
Peru,2021-05-21,Sinopharm/Beijing,971923
Peru,2021-05-22,Oxford/AstraZeneca,230864
Peru,2021-05-22,Pfizer/BioNTech,2171218
Peru,2021-05-22,Sinopharm/Beijing,973865
Peru,2021-05-23,Oxford/AstraZeneca,232653
Peru,2021-05-23,Pfizer/BioNTech,2258301
Peru,2021-05-23,Sinopharm/Beijing,974616
Peru,2021-05-24,Oxford/AstraZeneca,238478
Peru,2021-05-24,Pfizer/BioNTech,2374021
Peru,2021-05-24,Sinopharm/Beijing,975150
Peru,2021-05-25,Oxford/AstraZeneca,243299
Peru,2021-05-25,Pfizer/BioNTech,2469158
Peru,2021-05-25,Sinopharm/Beijing,976759
Peru,2021-05-26,Oxford/AstraZeneca,247526
Peru,2021-05-26,Pfizer/BioNTech,2559328
Peru,2021-05-26,Sinopharm/Beijing,978532
Peru,2021-05-27,Oxford/AstraZeneca,250923
Peru,2021-05-27,Pfizer/BioNTech,2671623
Peru,2021-05-27,Sinopharm/Beijing,980348
Peru,2021-05-28,Oxford/AstraZeneca,257263
Peru,2021-05-28,Pfizer/BioNTech,2817097
Peru,2021-05-28,Sinopharm/Beijing,981108
Peru,2021-05-29,Oxford/AstraZeneca,260136
Peru,2021-05-29,Pfizer/BioNTech,2945253
Peru,2021-05-29,Sinopharm/Beijing,981726
Peru,2021-05-30,Oxford/AstraZeneca,260803
Peru,2021-05-30,Pfizer/BioNTech,3010028
Peru,2021-05-30,Sinopharm/Beijing,981753
Peru,2021-05-31,Oxford/AstraZeneca,262278
Peru,2021-05-31,Pfizer/BioNTech,3119959
Peru,2021-05-31,Sinopharm/Beijing,983118
Peru,2021-06-01,Oxford/AstraZeneca,263767
Peru,2021-06-01,Pfizer/BioNTech,3231560
Peru,2021-06-01,Sinopharm/Beijing,983948
Peru,2021-06-02,Oxford/AstraZeneca,266122
Peru,2021-06-02,Pfizer/BioNTech,3343196
Peru,2021-06-02,Sinopharm/Beijing,984854
Peru,2021-06-03,Oxford/AstraZeneca,268769
Peru,2021-06-03,Pfizer/BioNTech,3405246
Peru,2021-06-03,Sinopharm/Beijing,985847
Peru,2021-06-04,Oxford/AstraZeneca,270818
Peru,2021-06-04,Pfizer/BioNTech,3440111
Peru,2021-06-04,Sinopharm/Beijing,986787
Peru,2021-06-05,Oxford/AstraZeneca,271365
Peru,2021-06-05,Pfizer/BioNTech,3460298
Peru,2021-06-05,Sinopharm/Beijing,987373
Peru,2021-06-06,Oxford/AstraZeneca,271512
Peru,2021-06-06,Pfizer/BioNTech,3462316
Peru,2021-06-06,Sinopharm/Beijing,987422
Peru,2021-06-07,Oxford/AstraZeneca,272609
Peru,2021-06-07,Pfizer/BioNTech,3492469
Peru,2021-06-07,Sinopharm/Beijing,987728
Peru,2021-06-08,Oxford/AstraZeneca,294409
Peru,2021-06-08,Pfizer/BioNTech,3688941
Peru,2021-06-08,Sinopharm/Beijing,987975
Peru,2021-06-09,Oxford/AstraZeneca,322579
Peru,2021-06-09,Pfizer/BioNTech,3868037
Peru,2021-06-09,Sinopharm/Beijing,988265
Peru,2021-06-10,Oxford/AstraZeneca,363476
Peru,2021-06-10,Pfizer/BioNTech,4057861
Peru,2021-06-10,Sinopharm/Beijing,989120
Peru,2021-06-11,Oxford/AstraZeneca,401097
Peru,2021-06-11,Pfizer/BioNTech,4245478
Peru,2021-06-11,Sinopharm/Beijing,990368
Peru,2021-06-12,Oxford/AstraZeneca,425946
Peru,2021-06-12,Pfizer/BioNTech,4385404
Peru,2021-06-12,Sinopharm/Beijing,990569
Peru,2021-06-13,Oxford/AstraZeneca,436466
Peru,2021-06-13,Pfizer/BioNTech,4458684
Peru,2021-06-13,Sinopharm/Beijing,991203
Peru,2021-06-14,Oxford/AstraZeneca,459939
Peru,2021-06-14,Pfizer/BioNTech,4544413
Peru,2021-06-14,Sinopharm/Beijing,997333
Peru,2021-06-15,Oxford/AstraZeneca,478145
Peru,2021-06-15,Pfizer/BioNTech,4640094
Peru,2021-06-15,Sinopharm/Beijing,1015425
Peru,2021-06-16,Oxford/AstraZeneca,492838
Peru,2021-06-16,Pfizer/BioNTech,4731528
Peru,2021-06-16,Sinopharm/Beijing,1024879
Peru,2021-06-17,Oxford/AstraZeneca,506147
Peru,2021-06-17,Pfizer/BioNTech,4854848
Peru,2021-06-17,Sinopharm/Beijing,1029677
Peru,2021-06-18,Oxford/AstraZeneca,518417
Peru,2021-06-18,Pfizer/BioNTech,5012530
Peru,2021-06-18,Sinopharm/Beijing,1035007
Peru,2021-06-19,Oxford/AstraZeneca,525503
Peru,2021-06-19,Pfizer/BioNTech,5115420
Peru,2021-06-19,Sinopharm/Beijing,1039830
Peru,2021-06-20,Oxford/AstraZeneca,526784
Peru,2021-06-20,Pfizer/BioNTech,5146661
